id_client,nom_complet,email,tranche_age,sexe,ville,segment_client,canal_acquisition,region
C04420,Anas Jebli,anas.jebli719@yahoo.fr,,m,Marrakech,Gold,Instagram,Marrakech-Safi
C01498,Zineb Idrissi,zineb.idrissi158@outlook.com,,m,Tanger,Gold,Direct,Tanger-Tétouan-Al Hoceïma
C03418,Anas Idrissi,anas.idrissi67@hotmail.com,,f,Rabat,Bronze,Direct,Rabat-Salé-Kénitra
C00227,Zineb Chraibi,zineb.chraibi709@yahoo.fr,35-44,f,Agadir,Gold,Direct,Souss-Massa
C04245,Sanaa Jebli,sanaa.jebli791@hotmail.com,55-64,f,tanger,Gold,Facebook,
C03998,Sanaa Kabbaj,sanaa.kabbaj460@outlook.com,,f,TANGER,Bronze,Google,
C02573,Omar Idrissi,omar.idrissi634@yahoo.fr,,m,Oujda,Gold,Instagram,Oriental
C00368,Zineb Bennani,zineb.bennani812@hotmail.com,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C00667,Sanaa Ghazali,sanaa.ghazali760@hotmail.com,65+,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00622,Imane Jebli,imane.jebli247@yahoo.fr,,m,TNG,Gold,Instagram,
C01852,Fatima Idrissi,fatima.idrissi312@outlook.com,,f,tanger,Gold,Google,
C03650,Omar Idrissi,omar.idrissi400@yahoo.fr,35-44,f,Meknès,Silver,Instagram,Fès-Meknès
C02047,Sanaa Kabbaj,sanaa.kabbaj999@yahoo.fr,35-44,m,Meknès,Gold,Instagram,Fès-Meknès
C04728,Mehdi Drissi,mehdi.drissi638@yahoo.fr,55-64,f,Oujda,Gold,Direct,Oriental
C02874,Zineb Drissi,zineb.drissi134@gmail.com,,m,Tnja,Gold,Facebook,
C01468,Sanaa Drissi,sanaa.drissi861@yahoo.fr,,f,Casablanca,Gold,Instagram,Casablanca-Settat
C00923,Imane El Fassi,,18-24,f,Agadir,Bronze,Instagram,Souss-Massa
C05000,Imane Chraibi,imane.chraibi525@yahoo.fr,25-34,m,Agadir,Silver,Facebook,Souss-Massa
C02454,Imane Chraibi,imane.chraibi558@gmail.com,,f,Oujda,Gold,Facebook,Oriental
C02146,Youssef El Fassi,,65+,m,Marrakech,Gold,Direct,Marrakech-Safi
C03446,Anas Kabbaj,anas.kabbaj270@hotmail.com,55-64,m,Marrakech,Gold,Google,Marrakech-Safi
C01950,Ahmed Jebli,ahmed.jebli300@hotmail.com,65+,m,Meknès,Silver,Facebook,Fès-Meknès
C02124,Mehdi Jebli,mehdi.jebli948@yahoo.fr,65+,f,Marrakech,Gold,Direct,Marrakech-Safi
C02676,Youssef Alami,youssef.alami863@gmail.com,,f,Casablanca,Gold,Direct,Casablanca-Settat
C01258,Zineb Alami,zineb.alami409@yahoo.fr,,f,TANGER,Gold,Instagram,
C01033,Sanaa Haddad,sanaa.haddad475@outlook.com,65+,f,Marrakech,Bronze,Google,Marrakech-Safi
C03438,Youssef Kabbaj,,35-44,m,Meknès,Gold,Facebook,Fès-Meknès
C02750,Omar Drissi,omar.drissi747@yahoo.fr,65+,f,Agadir,Silver,Google,Souss-Massa
C04486,Omar Bennani,omar.bennani926@hotmail.com,25-34,m,Marrakech,Gold,Direct,Marrakech-Safi
C04587,Sanaa Haddad,sanaa.haddad510@yahoo.fr,35-44,m,Tnja,Gold,Instagram,
C04030,Imane Alami,imane.alami102@hotmail.com,65+,m,Casablanca,Gold,Google,Casablanca-Settat
C04684,Fatima Ghazali,fatima.ghazali485@gmail.com,,m,TANGER,Gold,Facebook,
C00095,Khadija Bennani,khadija.bennani765@outlook.com,65+,m,Agadir,Gold,Direct,Souss-Massa
C02137,Imane Alami,imane.alami828@hotmail.com,18-24,f,Oujda,Gold,Google,Oriental
C04221,Imane Alami,imane.alami982@yahoo.fr,,f,Agadir,Gold,Direct,Souss-Massa
C00097,Mehdi Alami,mehdi.alami577@yahoo.fr,65+,f,Agadir,Gold,Google,Souss-Massa
C04578,Youssef Bennani,youssef.bennani858@outlook.com,65+,m,Fès,Gold,Instagram,Fès-Meknès
C03597,Anas El Fassi,,65+,m,Meknès,Gold,Direct,Fès-Meknès
C01570,Omar Ghazali,omar.ghazali63@yahoo.fr,65+,m,Meknès,Gold,Direct,Fès-Meknès
C01241,Fatima Idrissi,fatima.idrissi558@gmail.com,35-44,m,Marrakech,Gold,Facebook,Marrakech-Safi
C02773,Zineb Drissi,zineb.drissi623@outlook.com,18-24,m,tanger,Silver,Facebook,
C01106,Anas Haddad,anas.haddad173@outlook.com,65+,f,Fès,Gold,Direct,Fès-Meknès
C04403,Imane Idrissi,,55-64,m,Agadir,Bronze,Instagram,Souss-Massa
C02549,Khadija Jebli,khadija.jebli754@yahoo.fr,65+,m,Meknès,Gold,Direct,Fès-Meknès
C03383,Ahmed Alami,ahmed.alami611@outlook.com,45-54,m,Rabat,Bronze,Instagram,Rabat-Salé-Kénitra
C03008,Zineb El Fassi,,55-64,m,Meknès,Gold,Google,Fès-Meknès
C02975,Anas Drissi,anas.drissi840@gmail.com,,m,Agadir,Gold,Direct,Souss-Massa
C01557,Sanaa Haddad,sanaa.haddad703@outlook.com,55-64,f,Meknès,Gold,Google,Fès-Meknès
C04499,Youssef Jebli,,55-64,f,Marrakech,Gold,Instagram,Marrakech-Safi
C02847,Imane Haddad,imane.haddad469@gmail.com,65+,m,Oujda,Gold,Instagram,Oriental
C00760,Sanaa Idrissi,sanaa.idrissi32@yahoo.fr,65+,f,Casablanca,Gold,Facebook,Casablanca-Settat
C02209,Khadija Drissi,khadija.drissi701@yahoo.fr,65+,m,Tnja,Gold,Instagram,
C01197,Sanaa Haddad,sanaa.haddad481@gmail.com,45-54,m,Fès,Gold,Instagram,Fès-Meknès
C03412,Zineb Kabbaj,zineb.kabbaj1@outlook.com,,f,Tanger,Silver,Facebook,Tanger-Tétouan-Al Hoceïma
C04024,Youssef Idrissi,youssef.idrissi515@yahoo.fr,25-34,f,Marrakech,Gold,Direct,Marrakech-Safi
C02080,Ahmed Alami,ahmed.alami781@hotmail.com,65+,f,Oujda,Gold,Direct,Oriental
C03989,Sanaa Chraibi,sanaa.chraibi885@yahoo.fr,65+,f,Fès,Gold,Google,Fès-Meknès
C03906,Khadija Idrissi,khadija.idrissi517@yahoo.fr,65+,f,Fès,Gold,Instagram,Fès-Meknès
C01819,Zineb El Fassi,,,m,Agadir,Gold,Instagram,Souss-Massa
C01733,Imane Ghazali,imane.ghazali255@gmail.com,65+,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C01529,Sanaa Kabbaj,sanaa.kabbaj430@yahoo.fr,,f,TNG,Gold,Instagram,
C00091,Zineb Idrissi,zineb.idrissi49@hotmail.com,35-44,f,Marrakech,Gold,Google,Marrakech-Safi
C00785,Khadija Drissi,khadija.drissi585@outlook.com,18-24,m,Oujda,Gold,Facebook,Oriental
C03241,Imane Kabbaj,imane.kabbaj174@gmail.com,18-24,f,Marrakech,Gold,Facebook,Marrakech-Safi
C02305,Youssef Bennani,,35-44,m,Fès,Gold,Facebook,Fès-Meknès
C00606,Imane El Fassi,,,f,tanger,Silver,Direct,
C02714,Sanaa Drissi,sanaa.drissi320@outlook.com,,f,Meknès,Bronze,Facebook,Fès-Meknès
C03562,Sanaa Bennani,sanaa.bennani251@hotmail.com,45-54,f,Agadir,Gold,Google,Souss-Massa
C00720,Fatima Drissi,fatima.drissi877@outlook.com,65+,f,Oujda,Gold,Google,Oriental
C00474,Khadija Haddad,khadija.haddad224@yahoo.fr,65+,f,Tnja,Silver,Facebook,
C03885,Imane Alami,imane.alami496@yahoo.fr,35-44,f,Tnja,Gold,Google,
C01119,Imane Idrissi,imane.idrissi381@yahoo.fr,65+,m,Casablanca,Gold,Facebook,Casablanca-Settat
C03856,Sanaa Drissi,sanaa.drissi560@hotmail.com,,f,Meknès,Bronze,Direct,Fès-Meknès
C04827,Ahmed Haddad,ahmed.haddad656@outlook.com,,f,TANGER,Gold,Direct,
C04558,Zineb El Fassi,,65+,f,Casablanca,Bronze,Google,Casablanca-Settat
C04774,Sanaa Drissi,sanaa.drissi554@hotmail.com,45-54,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C00171,Sanaa Chraibi,sanaa.chraibi941@hotmail.com,25-34,m,Agadir,Gold,Direct,Souss-Massa
C03135,Zineb El Fassi,,18-24,m,Meknès,Gold,Direct,Fès-Meknès
C03406,Ahmed Drissi,ahmed.drissi92@outlook.com,65+,f,Fès,Gold,Direct,Fès-Meknès
C01926,Zineb Ghazali,zineb.ghazali8@yahoo.fr,,m,Rabat,Silver,Google,Rabat-Salé-Kénitra
C03499,Khadija Jebli,khadija.jebli200@gmail.com,55-64,f,Casablanca,Silver,Direct,Casablanca-Settat
C00834,Ahmed Jebli,ahmed.jebli216@hotmail.com,,f,Fès,Gold,Instagram,Fès-Meknès
C04265,Fatima Jebli,fatima.jebli442@yahoo.fr,65+,m,Meknès,Gold,Google,Fès-Meknès
C00026,Sanaa Bennani,,55-64,f,Marrakech,Bronze,Instagram,Marrakech-Safi
C00214,Ahmed Alami,ahmed.alami873@yahoo.fr,,f,Fès,Gold,Instagram,Fès-Meknès
C00010,Omar Ghazali,omar.ghazali977@yahoo.fr,18-24,m,Oujda,Gold,Google,Oriental
C01513,Ahmed El Fassi,,,m,Marrakech,Gold,Instagram,Marrakech-Safi
C02261,Mehdi Idrissi,mehdi.idrissi914@gmail.com,,m,Oujda,Bronze,Facebook,Oriental
C00149,Omar Chraibi,omar.chraibi123@gmail.com,55-64,m,Fès,Bronze,Google,Fès-Meknès
C03722,Omar Bennani,omar.bennani600@hotmail.com,65+,f,Oujda,Gold,Facebook,Oriental
C04231,Fatima Chraibi,fatima.chraibi607@yahoo.fr,,m,Rabat,Bronze,Google,Rabat-Salé-Kénitra
C02601,Zineb Jebli,zineb.jebli675@hotmail.com,,m,Tnja,Gold,Direct,
C02265,Ahmed Drissi,ahmed.drissi102@outlook.com,45-54,m,Oujda,Gold,Instagram,Oriental
C01085,Fatima Chraibi,fatima.chraibi597@outlook.com,,m,Oujda,Gold,Facebook,Oriental
C02901,Zineb Drissi,zineb.drissi655@yahoo.fr,,f,Fès,Gold,Facebook,Fès-Meknès
C03610,Zineb Ghazali,zineb.ghazali963@gmail.com,65+,f,Casablanca,Gold,Google,Casablanca-Settat
C00096,Zineb Ghazali,zineb.ghazali316@hotmail.com,,f,Agadir,Bronze,Instagram,Souss-Massa
C01180,Imane Haddad,imane.haddad548@gmail.com,25-34,f,Rabat,Bronze,Facebook,Rabat-Salé-Kénitra
C00266,Anas El Fassi,,25-34,f,Meknès,Bronze,Direct,Fès-Meknès
C03080,Anas Jebli,anas.jebli951@gmail.com,65+,f,Rabat,Silver,Direct,Rabat-Salé-Kénitra
C03408,Omar Alami,,65+,f,Fès,Bronze,Direct,Fès-Meknès
C04032,Anas Bennani,anas.bennani386@yahoo.fr,,f,Marrakech,Gold,Facebook,Marrakech-Safi
C01375,Zineb Haddad,zineb.haddad572@gmail.com,18-24,f,Agadir,Gold,Direct,Souss-Massa
C01705,Sanaa Drissi,sanaa.drissi514@outlook.com,,m,Fès,Gold,Google,Fès-Meknès
C03352,Ahmed Alami,ahmed.alami388@outlook.com,,m,TANGER,Gold,Google,
C02360,Ahmed Ghazali,ahmed.ghazali396@hotmail.com,65+,f,Fès,Gold,Instagram,Fès-Meknès
C04043,Khadija Alami,khadija.alami34@yahoo.fr,45-54,m,Marrakech,Gold,Direct,Marrakech-Safi
C03655,Fatima Chraibi,fatima.chraibi755@yahoo.fr,45-54,f,Rabat,Bronze,Facebook,Rabat-Salé-Kénitra
C04131,Khadija Alami,khadija.alami245@gmail.com,55-64,m,Oujda,Gold,Facebook,Oriental
C01413,Ahmed Drissi,ahmed.drissi977@yahoo.fr,18-24,m,Marrakech,Gold,Instagram,Marrakech-Safi
C04836,Omar Alami,omar.alami759@outlook.com,65+,m,Casablanca,Gold,Direct,Casablanca-Settat
C02906,Anas Idrissi,anas.idrissi676@yahoo.fr,65+,f,Casablanca,Bronze,Google,Casablanca-Settat
C00348,Omar Kabbaj,omar.kabbaj677@yahoo.fr,,f,Fès,Gold,Direct,Fès-Meknès
C00065,Youssef Haddad,youssef.haddad632@hotmail.com,25-34,f,Meknès,Gold,Instagram,Fès-Meknès
C04197,Sanaa Drissi,sanaa.drissi208@yahoo.fr,65+,f,Oujda,Gold,Instagram,Oriental
C02823,Fatima El Fassi,,,f,Meknès,Gold,Facebook,Fès-Meknès
C00192,Youssef Drissi,youssef.drissi897@yahoo.fr,,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C03787,Anas Bennani,anas.bennani241@outlook.com,65+,f,Marrakech,Gold,Instagram,Marrakech-Safi
C01045,Khadija Haddad,khadija.haddad434@gmail.com,,f,Oujda,Gold,Direct,Oriental
C01214,Omar El Fassi,,,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04443,Imane Alami,imane.alami98@yahoo.fr,65+,f,Casablanca,Gold,Facebook,Casablanca-Settat
C00481,Sanaa Idrissi,sanaa.idrissi490@yahoo.fr,18-24,f,Casablanca,Gold,Google,Casablanca-Settat
C04206,Anas Haddad,anas.haddad14@hotmail.com,65+,m,Fès,Gold,Google,Fès-Meknès
C03592,Omar Jebli,omar.jebli956@gmail.com,,f,Casablanca,Gold,Facebook,Casablanca-Settat
C02492,Zineb Alami,zineb.alami916@outlook.com,65+,f,Marrakech,Gold,Direct,Marrakech-Safi
C04211,Ahmed Jebli,ahmed.jebli399@gmail.com,25-34,f,Meknès,Gold,Google,Fès-Meknès
C04104,Youssef Haddad,youssef.haddad567@outlook.com,55-64,m,Meknès,Silver,Instagram,Fès-Meknès
C01116,Omar Jebli,omar.jebli960@outlook.com,18-24,m,Casablanca,Silver,Instagram,Casablanca-Settat
C04944,Youssef Jebli,youssef.jebli375@outlook.com,,m,Casablanca,Bronze,Facebook,Casablanca-Settat
C02639,Mehdi El Fassi,,,f,Meknès,Gold,Direct,Fès-Meknès
C01771,Sanaa Chraibi,sanaa.chraibi24@hotmail.com,25-34,f,Meknès,Gold,Google,Fès-Meknès
C04581,Fatima Chraibi,fatima.chraibi68@gmail.com,,f,Agadir,Gold,Google,Souss-Massa
C03663,Sanaa Ghazali,,,m,tanger,Gold,Google,
C02520,Imane Bennani,imane.bennani495@gmail.com,45-54,m,Marrakech,Gold,Facebook,Marrakech-Safi
C04128,Youssef Alami,youssef.alami510@hotmail.com,45-54,f,Casablanca,Gold,Instagram,Casablanca-Settat
C04529,Omar Drissi,omar.drissi295@gmail.com,55-64,m,Meknès,Gold,Direct,Fès-Meknès
C02151,Anas Kabbaj,anas.kabbaj65@gmail.com,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C02004,Imane Drissi,imane.drissi445@outlook.com,,m,Meknès,Gold,Direct,Fès-Meknès
C01019,Khadija Ghazali,khadija.ghazali300@gmail.com,,f,Oujda,Gold,Instagram,Oriental
C01646,Anas Bennani,anas.bennani834@gmail.com,,m,Oujda,Silver,Direct,Oriental
C01288,Khadija Idrissi,khadija.idrissi725@hotmail.com,,m,Casablanca,Gold,Direct,Casablanca-Settat
C02582,Sanaa Drissi,sanaa.drissi282@outlook.com,25-34,m,Fès,Gold,Google,Fès-Meknès
C00704,Youssef Idrissi,youssef.idrissi265@outlook.com,35-44,f,Meknès,Gold,Instagram,Fès-Meknès
C04472,Anas Haddad,anas.haddad190@hotmail.com,25-34,m,Casablanca,Gold,Instagram,Casablanca-Settat
C03661,Sanaa Bennani,sanaa.bennani487@yahoo.fr,,f,Fès,Silver,Google,Fès-Meknès
C00407,Omar Alami,omar.alami199@gmail.com,55-64,f,tanger,Gold,Instagram,
C00223,Sanaa Ghazali,sanaa.ghazali846@gmail.com,45-54,f,Meknès,Gold,Direct,Fès-Meknès
C04848,Imane Drissi,imane.drissi154@hotmail.com,65+,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02596,Zineb Idrissi,zineb.idrissi10@hotmail.com,55-64,m,Tnja,Silver,Facebook,
C00252,Youssef Ghazali,youssef.ghazali402@yahoo.fr,,f,Casablanca,Gold,Facebook,Casablanca-Settat
C04441,Zineb El Fassi,,,m,Oujda,Gold,Direct,Oriental
C02571,Youssef Haddad,youssef.haddad806@outlook.com,35-44,m,Oujda,Bronze,Facebook,Oriental
C00911,Khadija Ghazali,khadija.ghazali511@outlook.com,<18,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C04920,Mehdi El Fassi,,,m,Casablanca,Gold,Google,Casablanca-Settat
C01014,Ahmed Ghazali,ahmed.ghazali874@gmail.com,25-34,m,Fès,Gold,Instagram,Fès-Meknès
C02576,Mehdi El Fassi,,45-54,f,Marrakech,Bronze,Direct,Marrakech-Safi
C02522,Youssef Chraibi,,55-64,m,Meknès,Gold,Instagram,Fès-Meknès
C00547,Ahmed El Fassi,,18-24,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C04013,Omar Kabbaj,omar.kabbaj313@gmail.com,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C03089,Youssef El Fassi,,25-34,f,Meknès,Gold,Direct,Fès-Meknès
C01972,Anas Drissi,anas.drissi981@yahoo.fr,25-34,m,Tnja,Silver,Instagram,
C00709,Imane Alami,imane.alami559@yahoo.fr,65+,m,Oujda,Gold,Direct,Oriental
C01652,Imane Chraibi,imane.chraibi38@hotmail.com,65+,f,Meknès,Gold,Direct,Fès-Meknès
C04065,Zineb Bennani,zineb.bennani977@outlook.com,65+,f,Casablanca,Gold,Direct,Casablanca-Settat
C04582,Ahmed Bennani,ahmed.bennani793@outlook.com,,f,Fès,Gold,Facebook,Fès-Meknès
C02758,Sanaa Alami,sanaa.alami949@outlook.com,45-54,m,Meknès,Gold,Instagram,Fès-Meknès
C04134,Zineb Idrissi,zineb.idrissi911@outlook.com,,m,Fès,Gold,Google,Fès-Meknès
C04891,Sanaa Haddad,sanaa.haddad8@hotmail.com,45-54,f,Meknès,Bronze,Instagram,Fès-Meknès
C00051,Omar Chraibi,omar.chraibi729@yahoo.fr,,m,Meknès,Bronze,Instagram,Fès-Meknès
C04344,Zineb Chraibi,zineb.chraibi564@yahoo.fr,65+,f,Fès,Silver,Google,Fès-Meknès
C02882,Ahmed Kabbaj,ahmed.kabbaj940@hotmail.com,55-64,m,Meknès,Gold,Direct,Fès-Meknès
C04242,Imane Haddad,imane.haddad950@yahoo.fr,45-54,f,Agadir,Gold,Google,Souss-Massa
C02294,Anas Haddad,anas.haddad719@hotmail.com,55-64,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C03727,Zineb Haddad,zineb.haddad37@yahoo.fr,55-64,f,Oujda,Gold,Direct,Oriental
C00079,Khadija Alami,khadija.alami268@outlook.com,65+,f,TANGER,Gold,Google,
C00253,Khadija Kabbaj,khadija.kabbaj701@yahoo.fr,,m,Marrakech,Bronze,Facebook,Marrakech-Safi
C01403,Fatima Bennani,fatima.bennani556@hotmail.com,35-44,m,Marrakech,Gold,Instagram,Marrakech-Safi
C02270,Anas Kabbaj,anas.kabbaj985@outlook.com,,f,Meknès,Gold,Facebook,Fès-Meknès
C02940,Imane Jebli,imane.jebli347@gmail.com,,f,Casablanca,Gold,Direct,Casablanca-Settat
C03235,Youssef Ghazali,youssef.ghazali52@hotmail.com,65+,f,Tanger,Gold,Direct,Tanger-Tétouan-Al Hoceïma
C01422,Ahmed Chraibi,ahmed.chraibi37@yahoo.fr,65+,m,Meknès,Silver,Google,Fès-Meknès
C00938,Mehdi Kabbaj,mehdi.kabbaj835@gmail.com,,m,Meknès,Gold,Instagram,Fès-Meknès
C01031,Ahmed Bennani,ahmed.bennani327@hotmail.com,45-54,m,Agadir,Bronze,Direct,Souss-Massa
C00247,Anas Alami,anas.alami872@outlook.com,65+,m,Meknès,Gold,Google,Fès-Meknès
C00430,Fatima Idrissi,fatima.idrissi922@gmail.com,,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00884,Omar Alami,omar.alami556@hotmail.com,65+,m,Tanger,Silver,Facebook,Tanger-Tétouan-Al Hoceïma
C43610,Zineb Ghazali,zineb.ghazali786@outlook.com,25-34,f,Oujda,Gold,Instagram,Oriental
C03058,Zineb Alami,zineb.alami977@hotmail.com,65+,m,Oujda,Gold,Instagram,Oriental
C02057,Omar Kabbaj,omar.kabbaj38@gmail.com,65+,m,Marrakech,Gold,Instagram,Marrakech-Safi
C02620,Omar Bennani,omar.bennani509@gmail.com,65+,f,Fès,Gold,Instagram,Fès-Meknès
C03750,Mehdi Idrissi,mehdi.idrissi214@yahoo.fr,,m,Fès,Gold,Facebook,Fès-Meknès
C00160,Omar Bennani,omar.bennani93@yahoo.fr,65+,m,Casablanca,Gold,Direct,Casablanca-Settat
C02421,Anas Jebli,anas.jebli30@gmail.com,,f,Rabat,Bronze,Direct,Rabat-Salé-Kénitra
C04215,Omar Drissi,omar.drissi19@gmail.com,35-44,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C03152,Khadija Jebli,khadija.jebli405@outlook.com,55-64,f,Agadir,Gold,Direct,Souss-Massa
C04359,Mehdi Kabbaj,mehdi.kabbaj865@yahoo.fr,35-44,f,Oujda,Gold,Direct,Oriental
C01684,Zineb El Fassi,,,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00577,Mehdi Drissi,mehdi.drissi450@outlook.com,45-54,m,Tnja,Silver,Instagram,
C01635,Fatima Idrissi,fatima.idrissi766@gmail.com,,f,Oujda,Silver,Facebook,Oriental
C03797,Fatima Chraibi,fatima.chraibi53@hotmail.com,45-54,f,Fès,Gold,Google,Fès-Meknès
C00712,Mehdi Ghazali,mehdi.ghazali987@hotmail.com,55-64,f,Marrakech,Silver,Direct,Marrakech-Safi
C04054,Mehdi Drissi,mehdi.drissi174@yahoo.fr,<18,f,Casablanca,Gold,Direct,Casablanca-Settat
C00768,Zineb Chraibi,zineb.chraibi385@outlook.com,55-64,f,Agadir,Gold,Direct,Souss-Massa
C04916,Mehdi Jebli,mehdi.jebli983@outlook.com,55-64,m,Agadir,Gold,Facebook,Souss-Massa
C00652,Anas Idrissi,anas.idrissi988@yahoo.fr,,m,Marrakech,Gold,Facebook,Marrakech-Safi
C00545,Mehdi Jebli,mehdi.jebli917@outlook.com,55-64,m,Meknès,Gold,Direct,Fès-Meknès
C04936,Zineb Idrissi,zineb.idrissi402@hotmail.com,25-34,f,Oujda,Gold,Instagram,Oriental
C01415,Youssef Drissi,youssef.drissi731@gmail.com,,m,Marrakech,Gold,Facebook,Marrakech-Safi
C00420,Youssef Ghazali,youssef.ghazali245@gmail.com,25-34,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C00746,Anas Idrissi,anas.idrissi678@outlook.com,65+,f,Fès,Gold,Google,Fès-Meknès
C04189,Imane Jebli,imane.jebli883@outlook.com,25-34,m,Casablanca,Gold,Facebook,Casablanca-Settat
C03377,Omar Idrissi,omar.idrissi911@outlook.com,65+,m,Agadir,Gold,Google,Souss-Massa
C03173,Ahmed Idrissi,ahmed.idrissi289@gmail.com,,f,Casablanca,Bronze,Google,Casablanca-Settat
C00893,Khadija Jebli,khadija.jebli379@hotmail.com,,f,Marrakech,Gold,Direct,Marrakech-Safi
C04225,Youssef Haddad,youssef.haddad683@outlook.com,65+,m,Casablanca,Gold,Facebook,Casablanca-Settat
C01806,Sanaa Idrissi,sanaa.idrissi701@outlook.com,65+,f,Agadir,Gold,Facebook,Souss-Massa
C01533,Imane Alami,imane.alami576@gmail.com,35-44,f,Fès,Gold,Instagram,Fès-Meknès
C04826,Anas El Fassi,,65+,f,Meknès,Gold,Facebook,Fès-Meknès
C00021,Mehdi El Fassi,,55-64,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C02565,Khadija Ghazali,khadija.ghazali534@hotmail.com,,m,Fès,Silver,Facebook,Fès-Meknès
C04712,Khadija Chraibi,khadija.chraibi304@gmail.com,,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C00013,Mehdi Jebli,mehdi.jebli998@gmail.com,,f,Fès,Gold,Facebook,Fès-Meknès
C02514,Fatima Chraibi,fatima.chraibi182@gmail.com,25-34,m,Oujda,Gold,Direct,Oriental
C01298,Sanaa Alami,sanaa.alami591@hotmail.com,65+,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C02567,Omar Jebli,omar.jebli728@yahoo.fr,,m,Agadir,Gold,Instagram,Souss-Massa
C01474,Youssef Kabbaj,youssef.kabbaj713@outlook.com,45-54,f,TNG,Silver,Facebook,
C03197,Ahmed Idrissi,ahmed.idrissi834@yahoo.fr,65+,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04994,Khadija Drissi,khadija.drissi379@yahoo.fr,,f,Casablanca,Gold,Facebook,Casablanca-Settat
C00689,Fatima Drissi,fatima.drissi371@gmail.com,45-54,f,Casablanca,Gold,Instagram,Casablanca-Settat
C00460,Omar Idrissi,omar.idrissi606@outlook.com,65+,f,TNG,Bronze,Facebook,
C00034,Zineb Bennani,zineb.bennani292@gmail.com,18-24,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C04027,Sanaa Drissi,sanaa.drissi568@yahoo.fr,65+,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C04140,Sanaa Alami,sanaa.alami428@outlook.com,18-24,f,Agadir,Gold,Facebook,Souss-Massa
C00827,Mehdi Bennani,mehdi.bennani503@yahoo.fr,45-54,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C01700,Fatima Alami,fatima.alami659@hotmail.com,65+,f,Casablanca,Gold,Instagram,Casablanca-Settat
C01583,Khadija Haddad,khadija.haddad291@outlook.com,65+,m,Tanger,Gold,Google,Tanger-Tétouan-Al Hoceïma
C03817,Anas Kabbaj,anas.kabbaj754@outlook.com,35-44,f,Casablanca,Gold,Facebook,Casablanca-Settat
C00086,Mehdi Ghazali,mehdi.ghazali913@outlook.com,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C03159,Ahmed Haddad,ahmed.haddad896@gmail.com,45-54,f,Oujda,Bronze,Facebook,Oriental
C01895,Omar Kabbaj,omar.kabbaj994@gmail.com,,f,Marrakech,Gold,Instagram,Marrakech-Safi
C00935,Anas Ghazali,anas.ghazali915@yahoo.fr,,f,TNG,Gold,Facebook,
C00423,Omar Bennani,omar.bennani714@yahoo.fr,65+,m,Marrakech,Gold,Direct,Marrakech-Safi
C02131,Mehdi Ghazali,mehdi.ghazali643@hotmail.com,55-64,f,Meknès,Gold,Direct,Fès-Meknès
C00820,Sanaa Chraibi,,65+,m,Agadir,Gold,Instagram,Souss-Massa
C01906,Fatima Alami,fatima.alami744@hotmail.com,65+,m,Casablanca,Gold,Facebook,Casablanca-Settat
C00669,Omar Idrissi,omar.idrissi780@yahoo.fr,,m,Fès,Gold,Instagram,Fès-Meknès
C00174,Youssef Kabbaj,youssef.kabbaj326@yahoo.fr,,f,Casablanca,Gold,Instagram,Casablanca-Settat
C04585,Anas Idrissi,anas.idrissi363@yahoo.fr,45-54,f,Fès,Gold,Instagram,Fès-Meknès
C03974,Fatima Jebli,fatima.jebli619@hotmail.com,,f,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C04500,Anas El Fassi,,65+,m,Agadir,Gold,Google,Souss-Massa
C01449,Khadija Haddad,khadija.haddad542@gmail.com,,m,Oujda,Gold,Instagram,Oriental
C04685,Omar Drissi,omar.drissi350@hotmail.com,25-34,m,Marrakech,Gold,Instagram,Marrakech-Safi
C02606,Ahmed Haddad,ahmed.haddad956@yahoo.fr,18-24,m,Rabat,Bronze,Instagram,Rabat-Salé-Kénitra
C00106,Youssef Kabbaj,youssef.kabbaj247@outlook.com,25-34,f,Casablanca,Gold,Facebook,Casablanca-Settat
